latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
42.80183,-80.10732,295.22,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,281.51,0.63,N
42.80682,-80.10244,318.01,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,281.7,1.69,N
42.80705,-80.10674,295.64,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,279.9,1.41,N
42.81181,-80.09758,300.6,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,281.2,1.69,N
42.81203,-80.10186,324.66,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,282.65,1.69,N
42.81227,-80.10614,298.89,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,279.09,1.41,N
42.81702,-80.09702,322.09,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,281.86,1.54,N
42.94315,-82.42242,297.65,0.45,0.63,2025-10-12,629,N20,VIIRS,n,2.0NRT,279.29,1.47,N
42.94766,-82.42027,305.61,0.46,0.63,2025-10-12,629,N20,VIIRS,n,2.0NRT,281.75,1.17,N
42.97007,-81.87185,295.2,0.43,0.62,2025-10-12,629,N20,VIIRS,n,2.0NRT,280.21,0.58,N
43.07167,-80.86288,299.32,0.38,0.59,2025-10-12,629,N20,VIIRS,n,2.0NRT,280.46,0.6,N
43.26077,-79.81078,318.78,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,283.44,1.52,N
43.26593,-79.81022,326.16,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,286.49,1.3,N
43.27087,-79.80544,301.76,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,283.85,1.3,N
43.27109,-79.80962,316.9,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,285.91,1.3,N
43.27559,-79.79658,307.13,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,285.02,1.3,N
43.27581,-79.80075,316.03,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,283.07,1.3,N
43.29078,-79.98832,309.42,0.34,0.56,2025-10-12,629,N20,VIIRS,n,2.0NRT,282.35,1.05,N
43.49275,-79.6272,298.91,0.33,0.55,2025-10-12,629,N20,VIIRS,n,2.0NRT,283.63,0.99,N
45.0713,-83.41115,318.99,0.52,0.67,2025-10-12,629,N20,VIIRS,n,2.0NRT,284.34,2.89,N
45.07308,-83.40849,317.66,0.52,0.67,2025-10-12,629,N20,VIIRS,n,2.0NRT,286.06,2.82,N
45.11143,-73.01495,300.37,0.51,0.41,2025-10-12,629,N20,VIIRS,n,2.0NRT,279.26,1.36,N
45.30391,-74.99333,303.87,0.41,0.45,2025-10-12,629,N20,VIIRS,n,2.0NRT,276.14,0.98,N
45.34121,-73.5271,298.93,0.53,0.42,2025-10-12,629,N20,VIIRS,n,2.0NRT,281.15,0.86,N
37.01054,-86.42942,304.08,0.69,0.74,2025-10-12,631,N20,VIIRS,n,2.0NRT,284.08,1.81,N
37.01055,-86.42995,305.53,0.69,0.74,2025-10-12,631,N20,VIIRS,n,2.0NRT,284.21,1.56,N
37.01068,-86.43769,299.2,0.69,0.74,2025-10-12,631,N20,VIIRS,n,2.0NRT,283.68,1.56,N
37.01071,-86.43713,300.37,0.69,0.74,2025-10-12,631,N20,VIIRS,n,2.0NRT,283.88,1.83,N
38.28683,-84.15995,302.23,0.52,0.67,2025-10-12,631,N20,VIIRS,n,2.0NRT,280.68,0.46,N
38.28854,-84.15945,301.76,0.52,0.67,2025-10-12,631,N20,VIIRS,n,2.0NRT,280.58,0.65,N
38.7639,-85.00179,301.32,0.59,0.7,2025-10-12,631,N20,VIIRS,n,2.0NRT,284.43,1.44,N
38.76417,-85.00026,298.17,0.59,0.7,2025-10-12,631,N20,VIIRS,n,2.0NRT,284.22,2.53,N
38.83541,-84.24494,316.42,0.53,0.67,2025-10-12,631,N20,VIIRS,n,2.0NRT,284.28,2.11,N
38.83779,-84.2459,310.83,0.53,0.67,2025-10-12,631,N20,VIIRS,n,2.0NRT,283.07,2.71,N
39.33424,-81.36791,299.59,0.38,0.58,2025-10-12,631,N20,VIIRS,n,2.0NRT,277.34,0.68,N
39.33617,-81.36704,297.01,0.38,0.58,2025-10-12,631,N20,VIIRS,n,2.0NRT,277.06,0.8,N
39.4675,-84.38996,337.14,0.55,0.68,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.97,3.87,N
39.47029,-84.39177,328.9,0.55,0.68,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.01,3.74,N
39.47063,-84.40472,300.15,0.55,0.68,2025-10-12,631,N20,VIIRS,n,2.0NRT,283.14,1.03,N
39.47424,-84.40263,296.23,0.55,0.68,2025-10-12,631,N20,VIIRS,n,2.0NRT,284.29,1.36,N
39.47444,-84.40905,296.85,0.55,0.68,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.45,1.11,N
39.48296,-84.39105,297.36,0.55,0.68,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.21,0.9,N
39.87761,-86.49312,299.68,0.71,0.75,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.48,1.26,N
40.30645,-79.87852,297.57,0.32,0.54,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.43,1.14,N
40.30735,-79.87997,295.18,0.32,0.54,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.35,1.04,N
40.31158,-80.60737,299.78,0.35,0.57,2025-10-12,631,N20,VIIRS,n,2.0NRT,277.81,1.38,N
40.31181,-80.61147,314.03,0.35,0.57,2025-10-12,631,N20,VIIRS,n,2.0NRT,277.63,1.5,N
40.39135,-79.85729,330.48,0.32,0.54,2025-10-12,631,N20,VIIRS,n,2.0NRT,278.68,2.55,N
40.3916,-79.86105,299.19,0.32,0.54,2025-10-12,631,N20,VIIRS,n,2.0NRT,278.1,1.39,N
40.39612,-79.85268,313.61,0.32,0.54,2025-10-12,631,N20,VIIRS,n,2.0NRT,276.26,2.87,N
40.39638,-79.85657,352.84,0.32,0.54,2025-10-12,631,N20,VIIRS,n,2.0NRT,280.46,2.87,N
40.39663,-79.86048,311.11,0.32,0.54,2025-10-12,631,N20,VIIRS,n,2.0NRT,276.77,3.25,N
40.42898,-80.91164,301.47,0.36,0.58,2025-10-12,631,N20,VIIRS,n,2.0NRT,280.68,0.59,N
40.57194,-83.14001,300.11,0.48,0.65,2025-10-12,631,N20,VIIRS,n,2.0NRT,280.89,0.9,N
40.75525,-81.43695,308.42,0.39,0.59,2025-10-12,631,N20,VIIRS,n,2.0NRT,280.34,1.36,N
40.75547,-81.44165,314.44,0.39,0.59,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.56,1.36,N
40.7557,-81.44633,298.72,0.39,0.59,2025-10-12,631,N20,VIIRS,n,2.0NRT,280.81,1.46,N
41.13264,-80.69412,314.59,0.36,0.57,2025-10-12,631,N20,VIIRS,n,2.0NRT,280.41,1.21,N
41.20701,-80.81985,309.22,0.36,0.58,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.81,0.81,N
41.20896,-80.81818,300.98,0.36,0.58,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.26,0.7,N
41.36989,-84.92509,301.4,0.6,0.71,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.23,2.66,N
41.45066,-81.67832,301.76,0.41,0.6,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.14,1.16,N
41.45087,-81.68334,301.21,0.41,0.6,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.73,1.23,N
41.45238,-81.67794,310,0.41,0.6,2025-10-12,631,N20,VIIRS,n,2.0NRT,283.63,1.49,N
41.45262,-81.68297,309.4,0.41,0.6,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.44,1.49,N
41.45627,-81.67789,299.64,0.41,0.6,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.29,1.16,N
41.45647,-81.68291,299.25,0.41,0.6,2025-10-12,631,N20,VIIRS,n,2.0NRT,279.53,1.23,N
41.45798,-81.67753,300.47,0.41,0.6,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.61,1.39,N
41.45821,-81.68253,319.28,0.41,0.6,2025-10-12,631,N20,VIIRS,n,2.0NRT,280.99,1.39,N
41.46186,-81.67744,309.42,0.41,0.6,2025-10-12,631,N20,VIIRS,n,2.0NRT,283.3,2.2,N
41.46207,-81.68243,318.6,0.41,0.6,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.45,2.22,N
41.46357,-81.67709,302.23,0.41,0.6,2025-10-12,631,N20,VIIRS,n,2.0NRT,283.28,1.39,N
41.47058,-83.37249,314.77,0.5,0.66,2025-10-12,631,N20,VIIRS,n,2.0NRT,280.12,2.79,N
41.56763,-84.04892,327.55,0.54,0.68,2025-10-12,631,N20,VIIRS,n,2.0NRT,283.1,3.13,N
41.63372,-83.50706,295.07,0.51,0.66,2025-10-12,631,N20,VIIRS,n,2.0NRT,283.96,0.98,N
41.63416,-83.50634,296.02,0.51,0.66,2025-10-12,631,N20,VIIRS,n,2.0NRT,283.61,1.11,N
41.63924,-87.14376,313.92,0.78,0.78,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.67,3.72,N
41.75414,-81.28674,299.31,0.39,0.59,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.1,1.04,N
41.7542,-81.28791,299.99,0.39,0.59,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.05,1.2,N
42.27895,-83.11253,299.2,0.49,0.65,2025-10-12,631,N20,VIIRS,n,2.0NRT,283.14,0.89,N
42.28517,-83.11819,303.38,0.49,0.65,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.17,0.89,N
45.83786,-73.2501,310.63,0.53,0.42,2025-10-12,631,N20,VIIRS,n,2.0NRT,283.16,1.65,N
45.83856,-73.25692,296.07,0.53,0.42,2025-10-12,631,N20,VIIRS,n,2.0NRT,280.32,1.65,N
46.04569,-73.14419,298.73,0.52,0.42,2025-10-12,631,N20,VIIRS,n,2.0NRT,284.34,1.76,N
46.51794,-84.40077,325.33,0.59,0.7,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.83,2.48,N
46.51795,-84.40874,302.48,0.59,0.7,2025-10-12,631,N20,VIIRS,n,2.0NRT,280.95,2.48,N
46.51889,-84.38479,295.3,0.59,0.7,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.38,1.23,N
46.51899,-84.40046,324.83,0.59,0.7,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.65,3.82,N
46.51902,-84.40841,302.7,0.59,0.7,2025-10-12,631,N20,VIIRS,n,2.0NRT,281.08,2.8,N
46.52538,-84.37671,295.46,0.59,0.7,2025-10-12,631,N20,VIIRS,n,2.0NRT,282.47,1.23,N
46.57895,-80.79767,323.24,0.4,0.6,2025-10-12,631,N20,VIIRS,n,2.0NRT,278.25,3.34,N
48.25175,-79.02474,313.8,0.34,0.56,2025-10-12,631,N20,VIIRS,n,2.0NRT,279.3,1.34,N
30.28027,-81.97977,313.27,0.33,0.56,2025-10-12,633,N20,VIIRS,n,2.0NRT,286.04,0.86,N
30.28057,-81.98327,299.43,0.33,0.56,2025-10-12,633,N20,VIIRS,n,2.0NRT,285.24,0.86,N
31.15072,-87.99545,310.03,0.78,0.78,2025-10-12,633,N20,VIIRS,n,2.0NRT,286.19,2.74,N
31.15253,-87.98991,302,0.78,0.78,2025-10-12,633,N20,VIIRS,n,2.0NRT,287.74,1.99,N
31.15278,-87.99821,299.89,0.78,0.78,2025-10-12,633,N20,VIIRS,n,2.0NRT,285.32,1.99,N
31.16487,-87.98647,300.3,0.78,0.78,2025-10-12,633,N20,VIIRS,n,2.0NRT,285.65,2.06,N
31.16697,-87.98914,295.88,0.78,0.78,2025-10-12,633,N20,VIIRS,n,2.0NRT,285.24,1.18,N
33.09077,-86.80902,297.12,0.68,0.74,2025-10-12,633,N20,VIIRS,n,2.0NRT,285.49,1.53,N
33.10454,-86.80841,299.08,0.68,0.74,2025-10-12,633,N20,VIIRS,n,2.0NRT,285.99,1.59,N
33.10494,-86.80781,301.52,0.68,0.74,2025-10-12,633,N20,VIIRS,n,2.0NRT,285.7,2.06,N
33.22188,-86.79416,295.78,0.68,0.74,2025-10-12,633,N20,VIIRS,n,2.0NRT,285.67,1.02,N
33.22276,-86.82345,299.18,0.68,0.74,2025-10-12,633,N20,VIIRS,n,2.0NRT,285,1.28,N
33.22839,-87.52183,319.7,0.75,0.77,2025-10-12,633,N20,VIIRS,n,2.0NRT,285.33,3.26,N
33.2322,-87.51875,328.45,0.75,0.77,2025-10-12,633,N20,VIIRS,n,2.0NRT,286.49,4.12,N
33.23531,-87.51312,305.94,0.75,0.77,2025-10-12,633,N20,VIIRS,n,2.0NRT,287.02,3.26,N
33.23907,-87.5101,296.21,0.75,0.77,2025-10-12,633,N20,VIIRS,n,2.0NRT,286.18,1.31,N
34.63742,-87.09181,314.7,0.72,0.76,2025-10-12,633,N20,VIIRS,n,2.0NRT,285.32,2.73,N
34.63978,-87.08884,313.18,0.72,0.76,2025-10-12,633,N20,VIIRS,n,2.0NRT,285.43,1.64,N
34.64,-87.09695,301.3,0.72,0.76,2025-10-12,633,N20,VIIRS,n,2.0NRT,284.76,1.64,N
34.64464,-87.09963,297.56,0.73,0.76,2025-10-12,633,N20,VIIRS,n,2.0NRT,284.32,1.82,N
25.86028,-80.34516,307.72,0.47,0.48,2025-10-12,635,N20,VIIRS,n,2.0NRT,290.75,0.48,N
26.28102,-80.15585,307.43,0.46,0.47,2025-10-12,635,N20,VIIRS,n,2.0NRT,289.2,0.88,N
26.28221,-80.15772,308.11,0.46,0.47,2025-10-12,635,N20,VIIRS,n,2.0NRT,289.26,1.13,N
42.80062,-80.10725,315.67,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,281.15,2.01,N
42.80582,-80.10453,334.73,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,281.28,3.08,N
42.81104,-80.10182,327.76,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,282.71,3.08,N
42.81489,-80.09441,295.4,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,281.07,0.95,N
42.81624,-80.09908,304.6,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,279.71,0.95,N
43.07232,-80.85835,311.72,0.37,0.58,2025-10-12,809,N20,VIIRS,n,2.0NRT,281.53,1.43,N
43.23547,-77.2458,295.67,0.54,0.68,2025-10-12,809,N20,VIIRS,n,2.0NRT,255.55,0.39,N
43.26159,-79.80822,306.48,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,281.83,1.74,N
43.26293,-79.81288,324.35,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,281.51,1.74,N
43.2632,-79.81213,336.61,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,283.73,3.83,N
43.26678,-79.80538,296.69,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,282.06,1.74,N
43.26812,-79.81007,312.45,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,284.48,1.74,N
43.26839,-79.80934,318.29,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,285.07,1.25,N
43.27358,-79.80651,307.88,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,284.1,1.25,N
43.27495,-79.81119,297.39,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,282.05,1.25,N
43.27601,-79.79424,306.86,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,284.11,1.73,N
43.27737,-79.79891,321.35,0.41,0.6,2025-10-12,809,N20,VIIRS,n,2.0NRT,282.81,1.73,N
45.07257,-83.40678,319.33,0.49,0.49,2025-10-12,809,N20,VIIRS,n,2.0NRT,286.92,3.9,N
45.8401,-73.25011,306.02,0.66,0.73,2025-10-12,809,N20,VIIRS,n,2.0NRT,281.13,1.39,N
45.84275,-73.25759,295.39,0.66,0.73,2025-10-12,809,N20,VIIRS,n,2.0NRT,279.3,1.39,N
46.48711,-81.03911,324.97,0.57,0.52,2025-10-12,809,N20,VIIRS,n,2.0NRT,279.75,4.86,N
46.49162,-81.03664,322.54,0.57,0.52,2025-10-12,809,N20,VIIRS,n,2.0NRT,282.9,4.86,N
46.51392,-84.39817,296.92,0.41,0.45,2025-10-12,809,N20,VIIRS,n,2.0NRT,281.7,1.86,N
46.51785,-84.39623,329.18,0.41,0.45,2025-10-12,809,N20,VIIRS,n,2.0NRT,283.41,1.86,N
46.51974,-84.36687,295.28,0.41,0.45,2025-10-12,809,N20,VIIRS,n,2.0NRT,282.06,1.86,N
46.52212,-84.37708,331.67,0.41,0.45,2025-10-12,809,N20,VIIRS,n,2.0NRT,285.81,4.37,N
46.52487,-84.37007,295.7,0.41,0.45,2025-10-12,809,N20,VIIRS,n,2.0NRT,283.34,0.6,N
47.67516,-103.68668,297.56,0.62,0.54,2025-10-12,809,N20,VIIRS,n,2.0NRT,281.89,0.88,N
47.76285,-103.55004,300.51,0.61,0.54,2025-10-12,809,N20,VIIRS,n,2.0NRT,282.31,1.02,N
47.76337,-103.54607,299.99,0.61,0.54,2025-10-12,809,N20,VIIRS,n,2.0NRT,282.16,0.68,N
47.95285,-104.34736,295.72,0.33,0.56,2025-10-12,809,N20,VIIRS,n,2.0NRT,281.31,0.24,N
47.95424,-104.0481,305.75,0.32,0.55,2025-10-12,809,N20,VIIRS,n,2.0NRT,281.85,0.63,N
48.00057,-104.1577,301.3,0.33,0.55,2025-10-12,809,N20,VIIRS,n,2.0NRT,282.02,0.38,N
48.00967,-104.30965,308.51,0.33,0.56,2025-10-12,809,N20,VIIRS,n,2.0NRT,283.18,0.74,N
48.01299,-104.30598,295.38,0.33,0.56,2025-10-12,809,N20,VIIRS,n,2.0NRT,283.62,0.37,N
48.16545,-103.03588,301.29,0.58,0.52,2025-10-12,809,N20,VIIRS,n,2.0NRT,283.42,0.96,N
48.16849,-103.03743,312.39,0.58,0.52,2025-10-12,809,N20,VIIRS,n,2.0NRT,283.91,1.48,N
48.25275,-79.02652,313.67,0.63,0.54,2025-10-12,809,N20,VIIRS,n,2.0NRT,277.55,1.86,N
48.49242,-102.90069,299.73,0.58,0.52,2025-10-12,809,N20,VIIRS,n,2.0NRT,282.06,0.8,N
48.68041,-103.9344,295.66,0.32,0.55,2025-10-12,809,N20,VIIRS,n,2.0NRT,280.57,0.37,N
48.68126,-103.95237,301.26,0.32,0.55,2025-10-12,809,N20,VIIRS,n,2.0NRT,280.2,0.43,N
48.76301,-103.8849,298.28,0.32,0.55,2025-10-12,809,N20,VIIRS,n,2.0NRT,281.07,0.39,N
37.23346,-82.04101,295.28,0.47,0.64,2025-10-12,811,N20,VIIRS,n,2.0NRT,280.98,1.27,N
37.23489,-82.04607,307.28,0.47,0.64,2025-10-12,811,N20,VIIRS,n,2.0NRT,281.57,1.56,N
38.59671,-82.82912,295.85,0.39,0.59,2025-10-12,811,N20,VIIRS,n,2.0NRT,284.58,0.98,N
38.59786,-82.83337,307.09,0.39,0.59,2025-10-12,811,N20,VIIRS,n,2.0NRT,286.38,1.31,N
38.6019,-82.82687,303.87,0.39,0.59,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.07,1.31,N
38.72281,-85.08002,296.8,0.59,0.53,2025-10-12,811,N20,VIIRS,n,2.0NRT,284.13,0.68,N
38.74068,-86.4556,299.44,0.5,0.49,2025-10-12,811,N20,VIIRS,n,2.0NRT,284.87,1.45,N
38.76315,-84.99777,308.34,0.59,0.53,2025-10-12,811,N20,VIIRS,n,2.0NRT,285.1,2.2,N
38.76403,-84.99852,305.94,0.59,0.53,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.82,2.01,N
38.82039,-90.01227,300.68,0.51,0.41,2025-10-12,811,N20,VIIRS,n,2.0NRT,285.19,0.84,N
38.83605,-84.24119,339.45,0.32,0.55,2025-10-12,811,N20,VIIRS,n,2.0NRT,288.5,3.3,N
38.83924,-90.06648,299.67,0.5,0.41,2025-10-12,811,N20,VIIRS,n,2.0NRT,289.51,1.8,N
38.99129,-87.72213,305.43,0.43,0.46,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.1,1.5,N
39.00048,-87.7239,304.08,0.43,0.46,2025-10-12,811,N20,VIIRS,n,2.0NRT,288.51,1.24,N
39.47138,-84.38616,308.82,0.61,0.54,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.46,2.28,N
39.48724,-84.387,295.18,0.61,0.54,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.39,0.97,N
39.52795,-86.38082,296.45,0.48,0.48,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.79,0.87,N
39.62966,-86.29752,300.93,0.49,0.48,2025-10-12,811,N20,VIIRS,n,2.0NRT,281.05,1.39,N
39.67735,-91.31809,297.54,0.44,0.38,2025-10-12,811,N20,VIIRS,n,2.0NRT,285.5,0.39,N
39.72717,-84.21007,296.57,0.62,0.54,2025-10-12,811,N20,VIIRS,n,2.0NRT,281.88,0.64,N
39.74549,-92.11398,300.68,0.42,0.37,2025-10-12,811,N20,VIIRS,n,2.0NRT,281.81,0.57,N
39.74632,-92.11581,300.44,0.42,0.37,2025-10-12,811,N20,VIIRS,n,2.0NRT,281.75,0.68,N
39.87354,-86.48597,305.51,0.47,0.48,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.12,1.47,N
39.92011,-89.86073,298.79,0.49,0.4,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.92,0.68,N
39.97639,-86.8351,309.18,0.45,0.47,2025-10-12,811,N20,VIIRS,n,2.0NRT,284.89,2.72,N
39.97754,-86.84016,310.06,0.45,0.47,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.42,1.87,N
40.26824,-96.185,299.34,0.4,0.37,2025-10-12,811,N20,VIIRS,n,2.0NRT,286.54,0.51,N
40.31067,-80.61025,304.77,0.45,0.63,2025-10-12,811,N20,VIIRS,n,2.0NRT,279.96,1.1,N
40.31115,-80.60693,310.93,0.45,0.63,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.7,2.26,N
40.31263,-80.612,298.22,0.45,0.63,2025-10-12,811,N20,VIIRS,n,2.0NRT,280.16,1.61,N
40.39279,-79.85125,296.98,0.49,0.65,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.67,2.48,N
40.39435,-79.85653,326.91,0.49,0.65,2025-10-12,811,N20,VIIRS,n,2.0NRT,285.27,2.48,N
40.39594,-79.8619,299.67,0.49,0.65,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.99,3.03,N
40.39738,-79.85405,308.94,0.49,0.65,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.78,1.89,N
40.39898,-79.85933,315.33,0.49,0.65,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.63,1.89,N
40.43005,-80.91073,297.96,0.43,0.62,2025-10-12,811,N20,VIIRS,n,2.0NRT,279.86,0.5,N
40.56965,-83.1406,298.21,0.33,0.55,2025-10-12,811,N20,VIIRS,n,2.0NRT,281.11,0.56,N
40.64297,-89.63971,301.65,0.49,0.4,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.19,0.95,N
40.75309,-81.44116,321.7,0.4,0.6,2025-10-12,811,N20,VIIRS,n,2.0NRT,281.19,1.27,N
40.75456,-81.44173,326.19,0.4,0.6,2025-10-12,811,N20,VIIRS,n,2.0NRT,281.27,1.96,N
40.75704,-81.4341,303.42,0.4,0.6,2025-10-12,811,N20,VIIRS,n,2.0NRT,280.36,1.27,N
40.75849,-81.43473,301.23,0.4,0.6,2025-10-12,811,N20,VIIRS,n,2.0NRT,279.7,0.73,N
40.92566,-87.34242,299.24,0.4,0.45,2025-10-12,811,N20,VIIRS,n,2.0NRT,280.79,0.66,N
41.12061,-85.35197,321.03,0.5,0.49,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.19,3.24,N
41.13224,-80.69167,307.36,0.42,0.61,2025-10-12,811,N20,VIIRS,n,2.0NRT,280.09,1.91,N
41.13363,-80.69646,301,0.42,0.61,2025-10-12,811,N20,VIIRS,n,2.0NRT,279.67,1.16,N
41.18036,-87.86139,326.38,0.57,0.43,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.05,3.95,N
41.226,-83.20637,309.47,0.63,0.54,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.48,3.16,N
41.32957,-89.08286,297.68,0.5,0.41,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.59,0.68,N
41.36774,-84.92499,336.73,0.52,0.5,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.08,4.56,N
41.37066,-84.9172,307.3,0.52,0.5,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.86,1.97,N
41.37106,-91.11447,296.53,0.43,0.38,2025-10-12,811,N20,VIIRS,n,2.0NRT,278.93,0.52,N
41.41343,-88.18242,297.47,0.54,0.42,2025-10-12,811,N20,VIIRS,n,2.0NRT,286.04,1.39,N
41.41431,-88.18163,297.33,0.54,0.42,2025-10-12,811,N20,VIIRS,n,2.0NRT,287.25,1.06,N
41.41566,-88.18791,297.47,0.54,0.42,2025-10-12,811,N20,VIIRS,n,2.0NRT,285.15,1.06,N
41.45193,-81.67717,314.83,0.37,0.58,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.37,2.25,N
41.45306,-81.68126,324.83,0.37,0.58,2025-10-12,811,N20,VIIRS,n,2.0NRT,281.34,2.25,N
41.45811,-81.67881,322.63,0.37,0.58,2025-10-12,811,N20,VIIRS,n,2.0NRT,283,2.25,N
41.45926,-81.68298,297.85,0.37,0.58,2025-10-12,811,N20,VIIRS,n,2.0NRT,280.37,1.97,N
41.46299,-90.68452,295.75,0.44,0.38,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.96,0.76,N
41.46316,-81.67635,342.93,0.37,0.58,2025-10-12,811,N20,VIIRS,n,2.0NRT,284.43,4.86,N
41.46337,-90.68362,298.28,0.44,0.38,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.58,0.63,N
41.46431,-81.6805,314.97,0.37,0.58,2025-10-12,811,N20,VIIRS,n,2.0NRT,281.51,3.27,N
41.47832,-81.66898,298.92,0.37,0.58,2025-10-12,811,N20,VIIRS,n,2.0NRT,280.96,1.12,N
41.47944,-90.83101,309.01,0.43,0.38,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.23,0.8,N
41.48097,-90.81972,301.62,0.43,0.38,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.3,0.91,N
41.48192,-90.82479,307.17,0.43,0.38,2025-10-12,811,N20,VIIRS,n,2.0NRT,284.47,1.62,N
41.56722,-84.04648,302.83,0.56,0.52,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.3,1.48,N
41.5686,-84.04559,303.56,0.56,0.52,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.06,1.77,N
41.56882,-84.05293,298.19,0.56,0.52,2025-10-12,811,N20,VIIRS,n,2.0NRT,282.94,1.48,N
41.57188,-84.05846,299.96,0.56,0.52,2025-10-12,811,N20,VIIRS,n,2.0NRT,279.46,2.97,N
41.61346,-87.33007,297.58,0.39,0.44,2025-10-12,811,N20,VIIRS,n,2.0NRT,283.68,2.88,N
41.61736,-87.32854,304.96,0.39,0.44,2025-10-12,811,N20,VIIRS,n,2.0NRT,285.3,2.88,N
41.61836,-87.33308,337.8,0.39,0.44,2025-10-12,811,N20,VIIRS,n,2.0NRT,287.12,2.88,N
41.62126,-87.327,314.66,0.39,0.44,2025-10-12,811,N20,VIIRS,n,2.0NRT,286.11,1.47,N
